course_id,course_name,section_id,session,days/times,dates,instructor,status
MPADEGE2300108481,MPADE-GE 2300 - Ind Study,Section: 001-IND (4890),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Susan R Koff,Status: Open
MPADEGE2300108481,MPADE-GE 2300 - Ind Study,Section: 002-IND (6014),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Deborah G Damast,Status: Open
MPADEGE2403108485,MPADE-GE 2403 - Research in Dance,Section: 001-LEC (4891),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard A Magill,Status: Open
MPADEGE2502108490,MPADE-GE 2502 - Principles of Dance Movement Therapy,Section: 001-STU (19648),Session: Regular Academic Session,Days/Times: Th 6:45pm - 9:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Miriam Roskin Berger,Status: Open
MPADEGE2607108498,MPADE-GE 2607 - Student Teach in Dance: Elementary School,Section: 001-FLD (4892),Session: Regular Academic Session,Days/Times: We 3:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Suzanne Lamberg,Status: Open
MPADEGE2608108499,MPADE-GE 2608 - Student Teach in Dance: Secondary School,Section: 001-FLD (4893),Session: Regular Academic Session,Days/Times: We 3:00pm - 4:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Suzanne Lamberg,Status: Open
MPADEGE2611230479,MPADE-GE 2611 - Kaleidoscope Dancers II,Section: 001-SEM (5754),Session: Regular Academic Session,Days/Times: Fr 10:00am - 1:00pm Fr 10:00am - 1:00pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Bradley A Wentworth, Deborah G Damast,Status: Open
MPADEGE2802230639,MPADE-GE 2802 - Concert Preparation II,Section: 001-SEM (19651),Session: Regular Academic Session,Days/Times: Th 6:15pm - 7:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Afaliah Shayla Tribune, Deborah G Damast,Status: Open
MPADEGE2806230641,MPADE-GE 2806 - Professional Development II,Section: 001-SEM (5812),Session: Regular Academic Session,Days/Times: Fr 1:30pm - 3:30pm Fr 1:30pm - 3:30pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Patricia G Cohen,Status: Open
MPAGCGE2087108199,MPAGC-GE 2087 - NYU Orchestra,Section: 002-STG (4731),Session: Regular Academic Session,Days/Times: Mo 12:30pm - 3:00pm Fr 9:30am - 12:00pm,Dates: 01/27/2020 - 05/11/2020 01/27/2020 - 05/11/2020,Instructor: Jonathan L Haas, Stephanie Baer,Status: Open
MPAGCGE2087108199,MPAGC-GE 2087 - NYU Orchestra,Section: 004-STG (5212),Session: Regular Academic Session,Days/Times: Th 10:00am - 1:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan L Haas, Stephanie Baer,Status: Open
MPAGCGE2087108199,MPAGC-GE 2087 - NYU Orchestra,Section: 006-STG (5345),Session: Regular Academic Session,Days/Times: Mo 3:00pm - 4:55pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gina Lynn Cuffari,Status: Open
MPAGCGE2087108199,MPAGC-GE 2087 - NYU Orchestra,Section: 007-STG (19775),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
MPAGCGE2505108289,MPAGC-GE 2505 - Creating a Career as a Professional Musician,Section: 001-LEC (24529),Session: Regular Academic Session,Days/Times: Th 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Rami L Vamos,Status: Open
DCADVGE3400106028,DCADV-GE 3400 - Doctoral Advisement,Section: 001-RSC (4417),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Nancy C Hall,Status: Open
MPADTGE2105222358,MPADT-GE 2105 - Cross-Cultural Awarness for Creative Arts Therapy/Arts Educ,Section: 001-LEC (5518),Session: Regular Academic Session,Days/Times: Tu 5:30pm - 8:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Elizabeth McAdam,Status: Open
MPADTGE2109108358,MPADT-GE 2109 - Drama Therapy for Clinical Populations,Section: 001-LEC (4879),Session: Regular Academic Session,Days/Times: Fr 9:00am - 1:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Sara L Friedman,Status: Open
MPADTGE2110202287,MPADT-GE 2110 - Developmental Transformations,Section: 001-LEC (5304),Session: Special,Days/Times: SaSu 9:00am - 5:00pm,Dates: 01/18/2020 - 01/19/2020,Instructor: Cecilia Ann Dintino,Status: Open
MPADTGE2119108364,MPADT-GE 2119 - Adv Theory & Research in Drama Therapy,Section: 001-LEC (4880),Session: Regular Academic Session,Days/Times: We 2:55pm - 4:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria L Hodermarska, Nisha L. Sajnani,Status: Open
MPADTGE2130202288,MPADT-GE 2130 - Ethics in Drama Therapy,Section: 001-LEC (4989),Session: Special,Days/Times: SaSu 9:00am - 5:00pm,Dates: 01/25/2020 - 01/26/2020,Instructor: Maria L Hodermarska,Status: Open
MPADTGE2132232066,MPADT-GE 2132 - Improv and Mental Health,Section: 001-LEC (19747),Session: Special,Days/Times: Mo 4:55pm - 8:00pm SaSu 9:00am - 4:00pm,Dates: 01/27/2020 - 03/09/2020 03/14/2020 - 03/15/2020,Instructor: Mark A Beauregard,Status: Open
MPADTGE2214225289,MPADT-GE 2214 - Introduction to Drama Therapy for Non-Majors,Section: 001-LEC (22005),Session: Special,Days/Times: ThFrSaSu 9:00am - 3:00pm,Dates: 01/16/2020 - 01/19/2020,Instructor: Heidi B Landis,Status: Open
MPADTGE2300108367,MPADT-GE 2300 - Independent Study,Section: 001-IND (4881),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria L Hodermarska,Status: Open
MPADTGE2300108367,MPADT-GE 2300 - Independent Study,Section: 002-IND (21249),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Nisha L. Sajnani,Status: Open
MPADTGE2302108368,MPADT-GE 2302 - Internship in Drama Therapy,Section: 001-LAB (4882),Session: Regular Academic Session,Days/Times: MoTuWeThFr 12:00am - 12:00am,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria L Hodermarska,Status: Open
MPADTGE2302108368,MPADT-GE 2302 - Internship in Drama Therapy,Section: 002-LAB (20037),Session: Regular Academic Session,Days/Times: MoTuWeThFr 12:00am - 12:00am,Dates: 01/27/2020 - 05/11/2020,Instructor: Britton Marielle Williams,Status: Open
MPADTGE2303108369,MPADT-GE 2303 - Internship in Drama Therapy,Lecture,Section: 001-LEC (4883),Session: Regular Academic Session,Days/Times: We 4:55pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria L Hodermarska,Status: Open
MPADTGE2303108369,MPADT-GE 2303 - Internship in Drama Therapy,Lecture,Section: 002-LEC (20038),Session: Regular Academic Session,Days/Times: We 4:55pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Britton Marielle Williams,Status: Open
ECEDGE2300106584,ECED-GE 2300 - Ind Study,Section: 001-IND (4455),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Erin E O'Connor,Status: Open
ECEDGE2300106584,ECED-GE 2300 - Ind Study,Section: 002-IND (4970),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
ECEDGE2300106584,ECED-GE 2300 - Ind Study,Section: 003-IND (4971),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Helen Friedlander,Status: Open
ECEDGE2300106584,ECED-GE 2300 - Ind Study,Section: 004-IND (4982),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Erin E O'Connor,Status: Open
EJSTGE2300107330,EJST-GE 2300 - Independent Study,Section: 001-IND (4606),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Chazan,Status: Open
EJSTGE2300107330,EJST-GE 2300 - Independent Study,Section: 002-IND (4607),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Bethamie Horowitz,Status: Open
EDLEDGE2012107753,EDLED-GE 2012 - Education Finance,Section: 001-SEM (21495),Session: Regular Academic Session,Days/Times: We 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Welsh,Status: Open
EDLEDGE2084228232,EDLED-GE 2084 - Transformational Leadership Through Mindful Practice,Section: 001-SEM (22475),Session: Special,Days/Times: We 5:00pm - 8:00pm Sa 10:00am - 5:00pm We 5:00pm - 8:00pm Sa 10:00am - 5:00pm We 5:00pm - 8:00pm Sa 10:00am - 5:00pm,Dates: 01/08/2020 - 01/08/2020 01/11/2020 - 01/11/2020 01/15/2020 - 01/15/2020 01/18/2020 - 01/18/2020 01/22/2020 - 01/22/2020 01/25/2020 - 01/25/2020,Instructor: Colleen Larson,Status: Open
EDLEDGE2160107762,EDLED-GE 2160 - Internship: Educational Leadership, Politics, and Advocacy,Section: 001-SEM (5879),Session: Regular Academic Session,Days/Times: Th 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Janelle Viruet,Status: Open
EDLEDGE2206223467,EDLED-GE 2206 - Youth Organizations & Prevention/Intervention Strategies,Section: 001-LEC (21494),Session: Regular Academic Session,Days/Times: Mo 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gisele Castro,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 001-IND (4682),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Noel Scott Anderson,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 002-IND (4683),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Gary L Anderson,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 003-IND (4684),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Lisette Nieves,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 004-IND (4685),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Colleen Larson,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 005-IND (4686),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Luis Rodriguez,Status: Open
EDLEDGE2300107769,EDLED-GE 2300 - Independent Study,Section: 006-IND (4992),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Welsh,Status: Open
EDLEDGE2305107770,EDLED-GE 2305 - Leadership for Educational Change,Section: 001-SEM (5537),Session: Regular Academic Session,Days/Times: Tu 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Gary L Anderson,Status: Open
EDLEDGE2343107773,EDLED-GE 2343 - Data, Inquiry, and Decision Making,Section: 001-LEC (5407),Session: Regular Academic Session,Days/Times: Tu 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Luis Rodriguez,Status: Open
EDLEDGE2355107775,EDLED-GE 2355 - Educational Policy Analysis,Section: 001-LEC (5179),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Welsh,Status: Open
EDLEDGE3013107780,EDLED-GE 3013 - Dissertation Proposal Seminar in Administration I,Section: 001-SEM (21493),Session: Regular Academic Session,Days/Times: We 4:55pm - 7:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Colleen Larson,Status: Open
EDCTGE2015106326,EDCT-GE 2015 - User Experience Design,Section: 001-LAB (5410),Session: Regular Academic Session,Days/Times: Th 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Christopher M Hoadley,Status: Open
EDCTGE2018150681,EDCT-GE 2018 - Integrating Ed Tech in Teaching & Learning,Section: 001-LAB (5436),Session: Regular Academic Session,Days/Times: Fr 12:00pm - 2:00pm Fr 12:00pm - 2:00pm Fr 12:00pm - 2:00pm Fr 12:00pm - 2:00pm Fr 12:00pm - 2:00pm,Dates: 02/07/2020 - 02/07/2020 02/21/2020 - 02/21/2020 03/06/2020 - 03/06/2020 03/27/2020 - 03/27/2020 04/10/2020 - 04/10/2020,Instructor: Shilpa Sahay,Status: Open
EDCTGE2040213466,EDCT-GE 2040 - Social Media in Learning Environments (SMILES),Section: 001-LEC (5514),Session: Regular Academic Session,Days/Times: We 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Alyssa Wise,Status: Open
EDCTGE2095106332,EDCT-GE 2095 - Capstone Thesis,Section: 001-SEM (4443),Session: Regular Academic Session,Days/Times: Tu 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maaike Bouwmeester,Status: Open
EDCTGE2095106332,EDCT-GE 2095 - Capstone Thesis,Section: 002-SEM (5300),Session: Regular Academic Session,Days/Times: Th 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Christopher M Hoadley,Status: Open
EDCTGE2116227099,EDCT-GE 2116 - EdTEch Entrepreneurship,Section: 001-SEM (5827),Session: Regular Academic Session,Days/Times: Tu 2:00pm - 3:40pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jonathan Harber,Status: Open
EDCTGE2158106340,EDCT-GE 2158 - Design Process for Learning Experiences,Section: 001-LEC (5538),Session: Regular Academic Session,Days/Times: Tu 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Camillia Matuk,Status: Open
EDCTGE2159231096,EDCT-GE 2159 - Future of Learning,Section: 001-SEM (5867),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: W Russell Neuman,Status: Open
EDCTGE2197106349,EDCT-GE 2197 - Media Practicum: Field Internships,Section: 001-FLD (4444),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Maaike Bouwmeester,Status: Open
EDCTGE2200106351,EDCT-GE 2200 - Media for Museums and Public Spaces,Section: 001-LEC (5644),Session: Regular Academic Session,Days/Times: Tu 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Leonard Majzlin,Status: Open
EDCTGE2211106352,EDCT-GE 2211 - Professional Applications of Educational Media and Technology,Section: 001-LEC (21476),Session: Special,Days/Times: ThFr 9:00am - 2:00pm Sa 9:00am - 2:00pm,Dates: 01/16/2020 - 01/24/2020 01/25/2020 - 01/25/2020,Instructor: Emily Reardon,Status: Open
EDCTGE2252226237,EDCT-GE 2252 - Theories and Principles of Learning Analytics,Section: 001-SEM (5615),Session: Regular Academic Session,Days/Times: Th 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Xavier Ochoa,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 001-IND (5528),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Ricki Goldman,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 002-IND (4445),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Christopher M Hoadley,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 003-IND (4446),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Jan Plass,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 004-IND (4447),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Maaike Bouwmeester,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 005-IND (5349),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: W Russell Neuman,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 006-IND (5350),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Camillia Matuk,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 007-IND (5413),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Alyssa Wise,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 008-IND (5529),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Yoav B Bergner,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 009-IND (5530),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Xavier Ochoa,Status: Open
EDCTGE2300106355,EDCT-GE 2300 - Independent Study,Section: 010-IND (5531),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Kayla DesPortes,Status: Open
EDCTGE2510154832,EDCT-GE 2510 - Narrative, Digital Media, and Learning,Section: 001-LEC (21472),Session: Regular Academic Session,Days/Times: Mo 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Robert Benjamin Maddox,Status: Open
EDCTGE2520154833,EDCT-GE 2520 - Research on Simulations and Games for Learning,Section: 001-LEC (5181),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jan Plass,Status: Open
EDPLYGE2300208421,EDPLY-GE 2300 - Independent Study,Section: 001-IND (5439),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Leanna Stiefel,Status: Open
EDPLYGE2300208421,EDPLY-GE 2300 - Independent Study,Section: 002-IND (5478),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Meryle G Weinstein,Status: Open
EDPLYGE2300208421,EDPLY-GE 2300 - Independent Study,Section: 003-IND (21228),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Joseph Paul Robinson-Cimpian,Status: Open
MPAETGE2017106226,MPAET-GE 2017 - Design for The Stage,Section: 001-STU (19756),Session: Regular Academic Session,Days/Times: Fr 1:10pm - 4:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Timothy Dunton McMath,Status: Open
MPAETGE2042106232,MPAET-GE 2042 - Storytelling in The Classroom,Section: 001-LEC (4434),Session: Special,Days/Times: Fr 6:30pm - 9:30pm Sa 10:00am - 5:00pm,Dates: 03/27/2020 - 03/27/2020 03/28/2020 - 03/28/2020,Instructor: Regina Ress,Status: Open
MPAETGE2063106236,MPAET-GE 2063 - Amer Musical Thtre: Backgr & Development,Section: 001-LEC (19752),Session: Regular Academic Session,Days/Times: Mo 4:15pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amy Elizabeth Cordileone,Status: Open
MPAETGE2098106253,MPAET-GE 2098 - Advanced Directing,Section: 001-STU (23081),Session: Regular Academic Session,Days/Times: Fr 4:15pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nancy Putnam Smithner,Status: Open
MPAETGE2106106261,MPAET-GE 2106 - Advanced Playwriting,Section: 001-LEC (19755),Session: Regular Academic Session,Days/Times: We 8:35pm - 10:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Judy Tate,Status: Open
MPAETGE2113106265,MPAET-GE 2113 - Physical Theatre Improvisation,Section: 001-STU (4435),Session: Regular Academic Session,Days/Times: Th 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nancy Putnam Smithner,Status: Open
MPAETGE2151106273,MPAET-GE 2151 - Theatre Practices: Ldrs in Educ Theatre,Section: 001-LEC (19750),Session: Regular Academic Session,Days/Times: Tu 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: David Montgomery,Status: Open
MPAETGE2251106283,MPAET-GE 2251 - Acting:Scene Study,Section: 001-STU (5657),Session: Regular Academic Session,Days/Times: TuTh 11:45am - 1:50pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Catherine A Russell,Status: Open
MPAETGE2252106284,MPAET-GE 2252 - Acting:Character Study,Section: 001-STU (5744),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 11:35am,Dates: 01/27/2020 - 05/11/2020,Instructor: Ashley R Thaxton,Status: Open
MPAETGE2300106285,MPAET-GE 2300 - Independent Study,Section: 001-IND (4438),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: David Montgomery,Status: Open
MPAETGE2301160404,MPAET-GE 2301 - Pract in Educ Theatre,Section: 001-STU (4439),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Amy Elizabeth Cordileone,Status: Open
MPAETGE2955106292,MPAET-GE 2955 - Drama Across The Curric and Beyond,Section: 001-LEC (4441),Session: Special,Days/Times: Fr 6:30pm - 9:30pm Sa 10:00am - 5:00pm,Dates: 04/03/2020 - 04/03/2020 04/04/2020 - 04/04/2020,Instructor: Micaela I Blei,Status: Open
MPAETGE2956106293,MPAET-GE 2956 - Devising Ed Drama Programs & Curricula,Section: 001-LEC (5747),Session: Special,Days/Times: Fr 6:30pm - 9:30pm Sa 10:00am - 5:00pm,Dates: 02/21/2020 - 02/21/2020 02/22/2020 - 02/22/2020,Instructor: Jonathan P Jones,Status: Open
ENGEDGE2042106050,ENGED-GE 2042 - Teach/Learn Eng Lang Arts in The High Schl,Section: 001-SEM (5408),Session: Regular Academic Session,Days/Times: We 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Cynthia A McCallister,Status: Open
ENGEDGE2049106054,ENGED-GE 2049 - Teaching in the City,Section: 001-WKS (23913),Session: Regular Academic Session,Days/Times: We 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: David E Kirkland,Status: Open
ENGEDGE2300106063,ENGED-GE 2300 - Ind Study,Section: 001-IND (4419),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Sarah Woodward Beck,Status: Open
ENGEDGE2300106063,ENGED-GE 2300 - Ind Study,Section: 002-IND (4420),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Sarah Woodward Beck,Status: Open
ENGEDGE2300106063,ENGED-GE 2300 - Ind Study,Section: 003-IND (4421),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael J Kieffer,Status: Open
ENGEDGE2300106063,ENGED-GE 2300 - Ind Study,Section: 004-IND (5393),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Michael J Kieffer,Status: Open
ENGEDGE2300106063,ENGED-GE 2300 - Ind Study,Section: 005-IND (5445),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: David E Kirkland,Status: Open
ENGEDGE2509106071,ENGED-GE 2509 - Tchng Reading in The Eng Classroom,Section: 001-WKS (5409),Session: Regular Academic Session,Days/Times: Tu 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Johanna Tramantano,Status: Open
ENGEDGE2515106073,ENGED-GE 2515 - Critical Linguistics: Language, Power, and Society,Section: 001-LEC (5652),Session: Regular Academic Session,Days/Times: Th 6:45pm - 9:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: David E Kirkland,Status: Open
ENGEDGE2911106078,ENGED-GE 2911 - Student Teaching in the English Language Arts: Placement I,Section: 001-SEM (5381),Session: Regular Academic Session,Days/Times: Th 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Cynthia A McCallister,Status: Open
ENGEDGE2922106079,ENGED-GE 2922 - Student Teaching in the English Language Arts: Placement II,Section: 001-SEM (4422),Session: Regular Academic Session,Days/Times: We 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Johanna Tramantano,Status: Open
ENYCGE2018223140,ENYC-GE 2018 - Environmental Justice through Digital Empowerment,Section: 001-LEC (5430),Session: Regular Academic Session,Days/Times: Th 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Raul Perez Lejano,Status: Open
ENYCGE2022106176,ENYC-GE 2022 - Environmental Education: Theory & Practice,Section: 001-LEC (4429),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mary J Leou,Status: Open
ENYCGE2024106178,ENYC-GE 2024 - Internship in Environ Conservation Educ,Section: 001-FLD (4431),Session: Regular Academic Session,Days/Times: Fr 10:30am - 12:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Mary J Leou,Status: Open
ENYCGE2069106158,ENYC-GE 2069 - Eco at Black Rock Forest,Section: 001-LEC (5431),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Terryanne E Maenza-Gmelch,Status: Open
ENYCGE2070203598,ENYC-GE 2070 - Urban Ecology,Section: 001-LEC (24384),Session: Regular Academic Session,Days/Times: Fr 1:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Terryanne E Maenza-Gmelch,Status: Open
ENYCGE2300106181,ENYC-GE 2300 - Independent Study,Section: 001-IND (4432),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Mary J Leou,Status: Open
ENYCGE2300106181,ENYC-GE 2300 - Independent Study,Section: 002-IND (4972),Session: Regular Academic Session,Days/Times: We 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Raul Perez Lejano,Status: Open
FOODGE2006106863,FOOD-GE 2006 - Entrepren in Food Mgmt,Section: 001-LEC (4493),Session: Regular Academic Session,Days/Times: We 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Kelli Martino, Stephen H Zagor,Status: Open
FOODGE2012106865,FOOD-GE 2012 - Food History,Section: 001-LEC (5782),Session: Regular Academic Session,Days/Times: Mo 6:45pm - 8:25pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Amy Bentley, Kelli Martino,Status: Open
FOODGE2015106867,FOOD-GE 2015 - Food Policy,Section: 001-LEC (5479),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Beth C Weitzman, Kelli Martino,Status: Open
FOODGE2015106867,FOOD-GE 2015 - Food Policy,Section: 002-LEC (21684),Session: Regular Academic Session,Days/Times: Tu 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Beth C Weitzman, Kelli Martino,Status: Open
FOODGE2030208053,FOOD-GE 2030 - Introduction to Urban Agriculture,Section: 003-LEC (5630),Session: Regular Academic Session,Days/Times: Mo 1:30pm - 3:10pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Melissa Nicole Metrick,Status: Open
FOODGE2033106876,FOOD-GE 2033 - Food Systems,Section: 001-LEC (21689),Session: Regular Academic Session,Days/Times: Mo 4:55pm - 6:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Kelli Martino, Mireya Loza,Status: Open
